The Norton Book of Nature Writing,Robert Finch,W. W. Norton,1/1/2002,,9.78E+12,http://books.google.com/books/content?id=0_6mPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Sula,Toni Morrison,Vintage,2004,The intense friendship shared by two black women raised in an Ohio town changes when one of them leaves to roam the countryside and returns ten years later.,9.78E+12,http://books.google.com/books/content?id=lJ9iAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Dead,James Joyce,Bedford/St. Martin's,12/15/1993,"Adopted at more than 1,000 colleges and universities, Bedford/St. Martin's innovative Case Studies in Contemporary Criticism series has introduced more than a quarter of a million students to literary theory and earned enthusiastic praise nationwide. Along with an authoritative text of a major literary work, each volume presents critical essays, selected or prepared especially for students, that approach the work from several contemporary critical perspectives, such as gender criticism and cultural studies. Each essay is accompanied by an introduction (with bibliography) to the history, principles, and practice of its critical perspective. Every volume also surveys the biographical, historical, and critical contexts of the literary work and concludes with a glossary of critical terms. New editions reprint cultural documents that contextualize the literary works and feature essays that show how critical perspectives can be combined.",9.78E+12,http://books.google.com/books/content?id=iDSlQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,Courier Corporation,1/1/1991,A humane scientist attempts to explore the most loathsome forces of evil behind the doors of his London laboratory,9.78E+12,http://books.google.com/books/content?id=HJXvFWO5FLcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Best Horror of the Year,Ellen Datlow,Nightshade Book,2014,"""The Best Horror of the Year, edited by Ellen Datlow, chronicles these shifting shadows. It is a catalog of terror, fear, and unpleasantness, as articulated by today's most challenging and exciting writers""--",9.78E+12,http://books.google.com/books/content?id=HmpYngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
As You Like It,William Shakespeare,Simon and Schuster,8/23/2011,"Readers and audiences have long greeted As You Like It with delight. Its characters are brilliant conversationalists, including the princesses Rosalind and Celia and their Fool, Touchstone. Soon after Rosalind and Orlando meet and fall in love, the princesses and Touchstone go into exile in the Forest of Arden, where they find new conversational partners. Duke Frederick, younger brother to Duke Senior, has overthrown his brother and forced him to live homeless in the forest with his courtiers, including the cynical Jaques. Orlando, whose older brother Oliver plotted his death, has fled there, too. Recent scholars have also grounded the play in the issues of its time. These include primogeniture, passing property from a father to his oldest son. As You Like It depicts intense conflict between brothers, exposing the human suffering that primogeniture entails. Another perspective concerns crossdressing. Most of Orlando’s courtship of Rosalind takes place while Rosalind is disguised as a man, “Ganymede.” At her urging, Orlando pretends that Ganymede is his beloved Rosalind. But as the epilogue reveals, the sixteenth-century actor playing Rosalind was male, following the practice of the time. In other words, a boy played a girl playing a boy pretending to be a girl. The authoritative edition of As You Like It from The Folger Shakespeare Library, the trusted and widely used Shakespeare series for students and general readers, is now available as an eBook. Features include: · The exact text of the printed book for easy cross-reference · Hundreds of hypertext links for instant navigation · Freshly edited text based on the best early printed version of the play · Full explanatory notes conveniently placed on pages facing the text of the play · Scene-by-scene plot summaries · A key to famous lines and phrases · An introduction to reading Shakespeare’s language · Illustrations from the Folger Shakespeare Library’s vast holdings of rare books · An essay by a leading Shakespeare scholar providing a modern perspective on the play",9.78E+12,http://books.google.com/books/content?id=31-VznNmDQAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Taming of the Shrew,William Shakespeare,Simon and Schuster,8/23/2011,"Love and marriage are the concerns of Shakespeare’s The Taming of the Shrew. Lucentio’s marriage to Bianca is prompted by his idealized love of an apparently ideal woman. Petruchio's wooing of Katherine, however, is free of idealism. Petruchio takes money from Bianca’s suitors to woo her, since Katherine must marry before her sister by her father's decree; he also arranges the dowry with her father. Petruchio is then ready to marry Katherine, even against her will. Katherine, the shrew of the play’s title, certainly acts much changed. But have she and Petruchio learned to love each other? Or is the marriage based on terror and deception? The authoritative edition of The Taming of the Shrew from The Folger Shakespeare Library, the trusted and widely used Shakespeare series for students and general readers, is now available as an eBook. Features include: · The exact text of the printed book for easy cross-reference · Hundreds of hypertext links for instant navigation · Freshly edited text based on the best early printed version of the play · Full explanatory notes conveniently placed on pages facing the text of the play · Scene-by-scene plot summaries · A key to famous lines and phrases · An introduction to reading Shakespeare’s language · Illustrations from the Folger Shakespeare Library’s vast holdings of rare books · An essay by a leading Shakespeare scholar providing a modern perspective on the play",9.78E+12,http://books.google.com/books/content?id=q8I4fuekS_4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Topdog/underdog,Suzan-Lori Parks,Theatre Communications Grou,2001,Brothers Lincoln and Booth--given their names by their father as a joke--share an obsession with three-card monte and act out a lifetime of sibling rivalry and resentment.,9.78E+12,http://books.google.com/books/content?id=CtoLUai-LNEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Pride and Prejudice,Jane Austen,Courier Corporation,1/1/1995,"In early nineteenth-century England, a spirited young woman copes with the suit of a snobbish gentleman, as well as the romantic entanglements of her four sisters.",9.78E+12,http://books.google.com/books/content?id=xVeMCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Way of the World and Other Plays,"William Congreve,Eric S. Rump",Penguin,4/27/2006,"Four plays offer a satirical look at family life and high society in seventeenth-century England, and are accompanied by brief discussions of each work's background.",9.78E+12,http://books.google.com/books/content?id=infn5dKkzt4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Alchemist and Other Plays,Ben Jonson,Oxford Paperbacks,9/11/2008,"This edition brings together Jonson's four great comedies in one volume. Volpone, which was first performed in 1606, dramatizes the corrupting nature of greed in an exuberant satire set in contemporary Venice. The first production of Epicene marked the end of a year long closure of the theatres because of an epidemic of the plague in 1609; its comedy affirms the consolatory power of laughter at such a time. The Alchemist (1610) deploys the metaphors of alchemical transformation to emphasize the mutability of the characters and their relationships. In Bartholomew Fair (1614) Jonson embroils the visitors to the fair in its myriad tempations, exposing the materialistic impulses beneath the apparent godliness of Jacobean Puritans. Under the General Editorship of Michael Cordner of the University of York the texts of the plays have been newly edited and are presented with modernized spelling and punctuation. Stage directions hvae been added to facilitate the reconstruction of the plays' performance, and there is a scholarly introduction, detailed annotation, and a glossary. ABOUT THE SERIES: For over 100 years Oxford World's Classics has made available the widest range of literature from around the globe. Each affordable volume reflects Oxford's commitment to scholarship, providing the most accurate text plus a wealth of other valuable features, including expert introductions by leading authorities, helpful notes to clarify the text, up-to-date bibliographies for further study, and much more.",9.78E+12,http://books.google.com/books/content?id=7JnqPAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
